contentType,title,abstract,abstract_cn,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,normed_countrys,normed_unique_universitys,normed_universitys,publishedAt,publishedAtString,subjects,title_cn,url,volume
product focus,Adaptive optics,,,,"[{""address"": ""Neil Savage is a freelance science and technology journalist based in, Lowell, Massachusetts, USA"", ""authors"": [""Neil Savage""]}]",False,"[""Neil Savage""]","Savage, N. Adaptive optics. Nature Photon2, 756–757 (2008).",27,0,10,aplusplus,10.1038/nphoton.2008.245,https://doi.org/10.1038/nphoton.2008.245,,12,nphoton,nature photonics,United States of America,Neil Savage is a freelance science and technology journalist based in-Neil Savage is a freelance science and technology journalist based in,Neil Savage is a freelance science and technology journalist based in,1228089600,2008-12-01,,自适应光学 ,https://www.nature.com/articles/nphoton.2008.245,2
research highlights,Our choice from the recent literature,,,,[],False,[],"Our choice from the recent literature. Nature Photon3,4–5 (2009).",5,0,0,aplusplus,10.1038/nphoton.2008.254,https://doi.org/10.1038/nphoton.2008.254,,1,nphoton,nature photonics,,,,1230768000,2009-01-01,,我们从最近的文献中选择 ,https://www.nature.com/articles/nphoton.2008.254,3
news & views,Look out III–V,,,,"[{""address"": ""Yasunori Tokuda and Eiji Yagyu are at the Advanced Technology R&D Centre, Mitsubishi Electric Corporation, Amagasaki, Hyogo 661-8661, Japan. Tokuda.Yasunori@ab.MitsubishiElectric.co.jp Yagyu.Eiji@cb.MitsubishiElectric.co.jp."", ""authors"": [""Yasunori Tokuda"", ""\u00a0&\u00a0Eiji Yagyu""]}]",False,"[""Yasunori Tokuda"", ""Eiji Yagyu""]","Tokuda, Y., Yagyu, E. Look out III–V. Nature Photon3,7–8 (2009).",28,0,8,aplusplus,10.1038/nphoton.2008.257,https://doi.org/10.1038/nphoton.2008.257,Semiconductor light sources,1,nphoton,nature photonics,unknown,Mitsubishi Electric Corporation-Mitsubishi Electric Corporation,Mitsubishi Electric Corporation,1230768000,2009-01-01,,当心III–V ,https://www.nature.com/articles/nphoton.2008.257,3
news & views,Silicon's time lens,,,,"[{""address"": ""D. R. Solli and S. Gupta are in the Department of Electrical Engineering, B. Jalali, University of California, 420 Westwood Boulevard, Los Angeles, California 90095, USA. Jalali@ucla.edu"", ""authors"": [""B. Jalali"", "",\u00a0D. R. Solli"", ""\u00a0&\u00a0S. Gupta""]}]",False,"[""B. Jalali"", ""D. R. Solli"", ""S. Gupta""]","Jalali, B., Solli, D. & Gupta, S. Silicon's time lens. Nature Photon3,8–10 (2009).",352,0,14,aplusplus,10.1038/nphoton.2008.261,https://doi.org/10.1038/nphoton.2008.261,Semiconductor light sources,1,nphoton,nature photonics,unknown,University of California-University of California,University of California,1230768000,2009-01-01,,硅的时间镜头 ,https://www.nature.com/articles/nphoton.2008.261,3
news & views,Direct observation of an exoplanet,,,,[],True,"[""David Pile""]","Pile, D. Direct observation of an exoplanet. Nature Photon3, 10 (2009).",45,0,0,aplusplus,10.1038/nphoton.2008.256,https://doi.org/10.1038/nphoton.2008.256,Semiconductor light sources,1,nphoton,nature photonics,,,,1230768000,2009-01-01,,直接观察系外行星 ,https://www.nature.com/articles/nphoton.2008.256,3
news & views,Lasing high in k-space,,,,"[{""address"": ""J\u00e9r\u00f4me Faist is at the Institute for Quantum Electronics, ETH Z\u00fcrich, HPT H 7, Wolfgang-Pauli-Str. 16, CH-8093 Z\u00fcrich, Switzerland. jerome.faist@phys.ethz.ch"", ""authors"": [""J\u00e9r\u00f4me Faist""]}]",False,"[""J\u00e9r\u00f4me Faist""]","Faist, J. Lasing high ink-space. Nature Photon3, 11–12 (2009).",19,0,2,aplusplus,10.1038/nphoton.2008.260,https://doi.org/10.1038/nphoton.2008.260,Semiconductor light sources,1,nphoton,nature photonics,unknown,Jérôme Faist is at the Institute for Quantum Electronics-Jérôme Faist is at the Institute for Quantum Electronics,Jérôme Faist is at the Institute for Quantum Electronics,1230768000,2009-01-01,,在k空间中高射 ,https://www.nature.com/articles/nphoton.2008.260,3
news & views,Ultrafast developments,,,,"[{""address"": ""L. Cao and Mark L. Brongersma are at the Geballe Laboratory for Advanced Materials, Stanford University, Stanford, California 94305, USA. Brongersma@stanford.edu"", ""authors"": [""L. Cao"", ""\u00a0&\u00a0Mark L. Brongersma""]}]",False,"[""L. Cao"", ""Mark L. Brongersma""]","Cao, L., Brongersma, M. Ultrafast developments. Nature Photon3, 12–13 (2009).",101,3,43,aplusplus,10.1038/nphoton.2008.259,https://doi.org/10.1038/nphoton.2008.259,Semiconductor light sources,1,nphoton,nature photonics,unknown,Stanford University-Stanford University,Stanford University,1230768000,2009-01-01,,超快速发展 ,https://www.nature.com/articles/nphoton.2008.259,3
news & views,Breaking energy bands,,,,"[{""address"": ""Carlo Sirtori is at the Laboratoire Mat\u00e9riaux et Ph\u00e9nom\u00e8nes Quantiques, Universit\u00e9 Paris Diderot-Paris 7, B\u00e2timent Condorcet, Case courrier 7021, F-75205 Paris, France. carlo.sirtori@univ-paris-diderot.fr"", ""authors"": [""Carlo Sirtori""]}]",False,"[""Carlo Sirtori""]","Sirtori, C. Breaking energy bands. Nature Photon3, 13–15 (2009).",12,0,9,aplusplus,10.1038/nphoton.2008.262,https://doi.org/10.1038/nphoton.2008.262,Semiconductor light sources,1,nphoton,nature photonics,unknown,Université Paris Diderot Paris 7-Université Paris Diderot Paris 7,Université Paris Diderot Paris 7,1230768000,2009-01-01,,打破能带 ,https://www.nature.com/articles/nphoton.2008.262,3
news & views,An out-of-plane experience,,,,"[{""address"": ""Kartik Srinivasan is at the Center for Nanoscale Science and Technology, National Institute of Standards and Technology, Gaithersburg, Maryland 20899, USA. kartik.srinivasan@nist.gov"", ""authors"": [""Kartik Srinivasan""]}]",False,"[""Kartik Srinivasan""]","Srinivasan, K. An out-of-plane experience. Nature Photon3, 15–16 (2009).",17,0,0,aplusplus,10.1038/nphoton.2008.258,https://doi.org/10.1038/nphoton.2008.258,Semiconductor light sources,1,nphoton,nature photonics,unknown,National Institute of Standards and Technology-National Institute of Standards and Technology,National Institute of Standards and Technology,1230768000,2009-01-01,,机外体验 ,https://www.nature.com/articles/nphoton.2008.258,3
business news,"Tough times at QPC, OSRAM and Philips team up",,,,[],True,[],"Tough times at QPC, OSRAM and Philips team up. Nature Photon3, 21 (2009).",7,0,0,aplusplus,10.1038/nphoton.2008.269,https://doi.org/10.1038/nphoton.2008.269,Semiconductor light sources,1,nphoton,nature photonics,,,,1230768000,2009-01-01,,在QPC，欧司朗和飞利浦的艰难时期 ,https://www.nature.com/articles/nphoton.2008.269,3
research highlights,Our choice from the recent literature,,,,[],False,[],"Our choice from the recent literature. Nature Photon3, 22–23 (2009).",8,0,0,aplusplus,10.1038/nphoton.2008.264,https://doi.org/10.1038/nphoton.2008.264,Semiconductor light sources,1,nphoton,nature photonics,,,,1230768000,2009-01-01,,我们从最近的文献中选择 ,https://www.nature.com/articles/nphoton.2008.264,3
product highlights,"High-powered near-infrared bars, white LeDs and fibre-coupled sources",,,,[],True,[],"High-powered near-infrared bars, white LeDs and fibre-coupled sources. Nature Photon3, 37 (2009).",5,0,0,aplusplus,10.1038/nphoton.2008.270,https://doi.org/10.1038/nphoton.2008.270,Semiconductor light sources,1,nphoton,nature photonics,,,,1230768000,2009-01-01,,高功率近红外条，白色LED和光纤耦合源 ,https://www.nature.com/articles/nphoton.2008.270,3
research highlights,Our choice from the latest literature,,,,[],False,[],"Our choice from the latest literature. Nature Photon3, 72–73 (2009).",12,0,0,aplusplus,10.1038/nphoton.2008.275,https://doi.org/10.1038/nphoton.2008.275,,2,nphoton,nature photonics,,,,1233446400,2009-02-01,,我们从最新文献中选择 ,https://www.nature.com/articles/nphoton.2008.275,3
news & views,Loss as a route to transparency,,,,"[{""address"": ""Natalia M. Litchinitser is at the Department of Electrical Engineering, The State University of New York at Buffalo, 309 Bonner Hall, Buffalo, New York 14260-1920, USA. natashal@buffalo.edu"", ""authors"": [""Natalia M. Litchinitser""]}, {""address"": ""Vladimir M. Shalaev at the Birck Nanotechnology Center, Purdue University, 1205 West State Street, West Lafayette, Indiana 47907-2057, USA. shalaev@purdue.edu"", ""authors"": [""Vladimir M. Shalaev""]}]",True,"[""Natalia M. Litchinitser"", ""Vladimir M. Shalaev""]","Litchinitser, N., Shalaev, V. Loss as a route to transparency. Nature Photon3, 75 (2009).",40,0,28,aplusplus,10.1038/nphoton.2008.280,https://doi.org/10.1038/nphoton.2008.280,,2,nphoton,nature photonics,unknown,"State University of New York at Buffalo-State University of New York at Buffalo, Purdue University-Purdue University","State University of New York at Buffalo, Purdue University",1233446400,2009-02-01,,损失是通往透明的途径 ,https://www.nature.com/articles/nphoton.2008.280,3
news & views,A little nonlinear help,,,,"[{""address"": ""Michael Fleischhauer is a member of the Department of Physics and the OPTIMAS research centre at the University of Kaiserslautern, Erwin-Schr\u00f6dinger Strasse, D-67663 Kaiserslautern, Germany. mfleisch@physik.uni-kl.de"", ""authors"": [""Michael Fleischhauer""]}]",False,"[""Michael Fleischhauer""]","Fleischhauer, M. A little nonlinear help. Nature Photon3, 76–77 (2009).",15,0,2,aplusplus,10.1038/nphoton.2008.282,https://doi.org/10.1038/nphoton.2008.282,,2,nphoton,nature photonics,unknown,Michael Fleischhauer is a member of the Department of Physics and the OPTIMAS research centre at the University of Kaiserslautern-Michael Fleischhauer is a member of the Department of Physics and the OPTIMAS research centre at the University of Kaiserslautern,Michael Fleischhauer is a member of the Department of Physics and the OPTIMAS research centre at the University of Kaiserslautern,1233446400,2009-02-01,,一点非线性帮助 ,https://www.nature.com/articles/nphoton.2008.282,3
news & views,A chip-scale one-way valve for light,,,,"[{""address"": ""S. J. Ben Yoo is in the Department of Electrical and Computer Engineering, University of California, Davis, California 95916, USA. yoo@ece.ucdavis.edu"", ""authors"": [""S. J. Ben Yoo""]}]",False,"[""S. J. Ben Yoo""]","Yoo, S. A chip-scale one-way valve for light. Nature Photon3, 77–79 (2009).",62,0,5,aplusplus,10.1038/nphoton.2008.279,https://doi.org/10.1038/nphoton.2008.279,,2,nphoton,nature photonics,unknown,University of California-University of California,University of California,1233446400,2009-02-01,,片状单向光阀 ,https://www.nature.com/articles/nphoton.2008.279,3
news & views,Eavesdropping on DNA replication,,,,"[{""address"": ""David Pile is at Nature Photonics, Chiyoda Building, 2-37 Ichigayatamachi, Shinjuku-ku, Tokyo 162-0843, Japan. d.pile@natureasia.com"", ""authors"": [""David Pile""]}]",False,"[""David Pile""]","Pile, D. Eavesdropping on DNA replication. Nature Photon3, 79–80 (2009).",5,0,3,aplusplus,10.1038/nphoton.2008.283,https://doi.org/10.1038/nphoton.2008.283,,2,nphoton,nature photonics,unknown,David Pile is at Nature Photonics-David Pile is at Nature Photonics,David Pile is at Nature Photonics,1233446400,2009-02-01,,窃听DNA复制 ,https://www.nature.com/articles/nphoton.2008.283,3
news & views,Arbitrary flow,,,,[],True,"[""David Pile""]","Pile, D. Arbitrary flow. Nature Photon3, 80 (2009).",9,0,0,aplusplus,10.1038/nphoton.2008.278,https://doi.org/10.1038/nphoton.2008.278,,2,nphoton,nature photonics,,,,1233446400,2009-02-01,,任意流 ,https://www.nature.com/articles/nphoton.2008.278,3
news & views,Protein watching,,,,"[{""address"": ""Giuseppe Chirico is at the Physics Department of the University of Milano Bicocca, Piazza della Scienza 3, I-20126, Milan, Italy.\u00a0Giuseppe.chirico@unimib.it"", ""authors"": [""Giuseppe Chirico""]}]",False,"[""Giuseppe Chirico""]","Chirico, G. Protein watching. Nature Photon3, 81–82 (2009).",19,0,3,aplusplus,10.1038/nphoton.2008.281,https://doi.org/10.1038/nphoton.2008.281,,2,nphoton,nature photonics,unknown,Giuseppe Chirico is at the Physics Department of the University of Milano Bicocca-Giuseppe Chirico is at the Physics Department of the University of Milano Bicocca,Giuseppe Chirico is at the Physics Department of the University of Milano Bicocca,1233446400,2009-02-01,,蛋白质观察 ,https://www.nature.com/articles/nphoton.2008.281,3
news & views,Frequency comb benefits,,,,"[{""address"": ""Thomas Udem is at the Max Planck Institute for Quantum Optics, Hans-Kopfermann-Strasse 1, D-85748 Garching, Germany. thomas.udem@mpq.mpg.de"", ""authors"": [""Thomas Udem""]}]",False,"[""Thomas Udem""]","Udem, T. Frequency comb benefits. Nature Photon3, 82–84 (2009).",54,0,8,aplusplus,10.1038/nphoton.2008.284,https://doi.org/10.1038/nphoton.2008.284,,2,nphoton,nature photonics,unknown,Max Planck Society-Max Planck Society,Max Planck Society,1233446400,2009-02-01,,频率梳的好处 ,https://www.nature.com/articles/nphoton.2008.284,3
product focus,Supercontinuum sources,,,,"[{""address"": ""Neil Savage is a freelance science and technology journalist based in, Lowell, Massachusetts, USA"", ""authors"": [""Neil Savage""]}]",False,"[""Neil Savage""]","Savage, N. Supercontinuum sources. Nature Photon3, 114–115 (2009).",109,0,26,aplusplus,10.1038/nphoton.2008.286,https://doi.org/10.1038/nphoton.2008.286,,2,nphoton,nature photonics,United States of America,Neil Savage is a freelance science and technology journalist based in-Neil Savage is a freelance science and technology journalist based in,Neil Savage is a freelance science and technology journalist based in,1233446400,2009-02-01,,超连续谱源 ,https://www.nature.com/articles/nphoton.2008.286,3
research highlights,Our choice from the latest literature,,,,[],False,[],"Our choice from the latest literature. Nature Photon3, 126–127 (2009).",9,0,0,aplusplus,10.1038/nphoton.2009.6,https://doi.org/10.1038/nphoton.2009.6,,3,nphoton,nature photonics,,,,1235865600,2009-03-01,,我们从最新文献中选择 ,https://www.nature.com/articles/nphoton.2009.6,3
news & views,Photonic crystal efficiency boost,,,,"[{""address"": ""Susumu Noda and Masayuki Fujita are in the Department of Electronic Science and Engineering, Kyoto University, Katsura, Nishikyo-ku, Kyoto 615-8510, Japan. snoda@kuee.kyoto-u.ac.jp"", ""authors"": [""Susumu Noda"", ""\u00a0&\u00a0Masayuki Fujita""]}]",False,"[""Susumu Noda"", ""Masayuki Fujita""]","Noda, S., Fujita, M. Photonic crystal efficiency boost. Nature Photon3, 129–130 (2009).",107,0,71,aplusplus,10.1038/nphoton.2009.15,https://doi.org/10.1038/nphoton.2009.15,,3,nphoton,nature photonics,unknown,Kyoto University-Kyoto University,Kyoto University,1235865600,2009-03-01,,光子晶体效率提升 ,https://www.nature.com/articles/nphoton.2009.15,3
news & views,Terahertz phase modulator,,,,"[{""address"": ""Carsten Rockstuhl is at the Institute of Condensed Matter Theory and Solid State Optics, Friedrich-Schiller-Universit\u00e4t, Jena 07743, Germany. carsten.rockstuhl@uni.jena.de"", ""authors"": [""Carsten Rockstuhl""]}, {""address"": ""Weili Zhang is at the School of Electrical and Computer Engineering, Oklahoma State University, Stillwater, Oklahoma 74078, USA. weili.zhang@okstate.edu"", ""authors"": [""Weili Zhang""]}]",False,"[""Carsten Rockstuhl"", ""Weili Zhang""]","Rockstuhl, C., Zhang, W. Terahertz phase modulator. Nature Photon3, 130–131 (2009).",45,0,6,aplusplus,10.1038/nphoton.2009.14,https://doi.org/10.1038/nphoton.2009.14,,3,nphoton,nature photonics,unknown,"Friedrich Schiller University of Jena-Friedrich Schiller University of Jena, Oklahoma State University-Oklahoma State University","Oklahoma State University, Friedrich Schiller University of Jena",1235865600,2009-03-01,,太赫兹相位调制器 ,https://www.nature.com/articles/nphoton.2009.14,3
news & views,Mind the gap,,,,"[{""address"": ""Luis Martin-Moreno is in the Instituto de Ciencia de Materiales y Departamento de Fisica de la Materia Condensada, CSIC-Universidad de Zaragoza, C/Pedro Cerbuna 12, 50009 Zaragoza, Spain. lmm@unizar.es"", ""authors"": [""Luis Martin-Moreno""]}]",False,"[""Luis Martin-Moreno""]","Martin-Moreno, L. Mind the gap. Nature Photon3, 131–132 (2009).",24,0,4,aplusplus,10.1038/nphoton.2009.16,https://doi.org/10.1038/nphoton.2009.16,,3,nphoton,nature photonics,unknown,CSIC Universidad de Zaragoza-CSIC Universidad de Zaragoza,CSIC Universidad de Zaragoza,1235865600,2009-03-01,,注意间隔 ,https://www.nature.com/articles/nphoton.2009.16,3
news & views,Chirality-assisted negative index,,,,[],True,"[""David Pile""]","Pile, D. Chirality-assisted negative index. Nature Photon3, 133 (2009).",40,0,0,aplusplus,10.1038/nphoton.2009.10,https://doi.org/10.1038/nphoton.2009.10,,3,nphoton,nature photonics,,,,1235865600,2009-03-01,,手性辅助负指数 ,https://www.nature.com/articles/nphoton.2009.10,3
news & views,Seeing diamond defects,,,,"[{""address"": ""Vahid Sandoghdar is at the Laboratory of Physical Chemistry and optETH, ETH Zurich, 8093 Zurich, Switzerland. vahid.sandoghdar@ethz.ch"", ""authors"": [""Vahid Sandoghdar""]}]",False,"[""Vahid Sandoghdar""]","Sandoghdar, V. Seeing diamond defects. Nature Photon3, 133–134 (2009).",36,0,0,aplusplus,10.1038/nphoton.2009.13,https://doi.org/10.1038/nphoton.2009.13,,3,nphoton,nature photonics,unknown,ETH Zurich-ETH Zurich,ETH Zurich,1235865600,2009-03-01,,看到钻石缺陷 ,https://www.nature.com/articles/nphoton.2009.13,3
news & views,Polariton diode microcavities,,,,"[{""address"": ""Alexey Kavokin is at the Dipartimento di Fisica, University of Rome II \u201cTor Vergata\u201d, and at the Physics and Astronomy School of the University of Southampton, Highfield, Southampton, SO17 1BJ, UK. alexey@phys.soton.ac.uk"", ""authors"": [""Alexey Kavokin""]}]",False,"[""Alexey Kavokin""]","Kavokin, A. Polariton diode microcavities. Nature Photon3, 135–136 (2009).",24,0,2,aplusplus,10.1038/nphoton.2009.17,https://doi.org/10.1038/nphoton.2009.17,,3,nphoton,nature photonics,unknown,and at the Physics and Astronomy School of the University of Southampton-and at the Physics and Astronomy School of the University of Southampton,and at the Physics and Astronomy School of the University of Southampton,1235865600,2009-03-01,,极化二极管微腔 ,https://www.nature.com/articles/nphoton.2009.17,3
news & views,Signal analyser on an optical chip,,,,"[{""address"": ""Christophe Dorrer is at the Laboratory for Laser Energetics, University of Rochester, 250 East River Road, Rochester, New York 14623, USA. cdorrer@lle.rochester.edu"", ""authors"": [""Christophe Dorrer""]}]",False,"[""Christophe Dorrer""]","Dorrer, C. Signal analyser on an optical chip. Nature Photon3, 136–137 (2009).",10,0,2,aplusplus,10.1038/nphoton.2009.12,https://doi.org/10.1038/nphoton.2009.12,,3,nphoton,nature photonics,unknown,University of Rochester-University of Rochester,University of Rochester,1235865600,2009-03-01,,光学芯片上的信号分析仪 ,https://www.nature.com/articles/nphoton.2009.12,3
news & views,Floral seduction,,,,[],True,"[""David Pile""]","Pile, D. Floral seduction. Nature Photon3, 138 (2009).",4,0,1,aplusplus,10.1038/nphoton.2009.11,https://doi.org/10.1038/nphoton.2009.11,,3,nphoton,nature photonics,,,,1235865600,2009-03-01,,花的诱惑 ,https://www.nature.com/articles/nphoton.2009.11,3
product focus,Digital spatial light modulators,,,,"[{""address"": ""freelance science and technology journalist based in Lowell, Massachusetts, USA"", ""authors"": [""Neil Savage""]}]",False,"[""Neil Savage""]","Savage, N. Digital spatial light modulators. Nature Photon3, 170–172 (2009).",375,0,36,aplusplus,10.1038/nphoton.2009.18,https://doi.org/10.1038/nphoton.2009.18,,3,nphoton,nature photonics,United States of America,freelance science and technology journalist based-freelance science and technology journalist based,freelance science and technology journalist based,1235865600,2009-03-01,,数字空间光调制器 ,https://www.nature.com/articles/nphoton.2009.18,3
research highlights,Our choice from the latest literature,,,,[],False,[],"Our choice from the latest literature. Nature Photon3, 186–187 (2009).",5,0,0,aplusplus,10.1038/nphoton.2009.34,https://doi.org/10.1038/nphoton.2009.34,,4,nphoton,nature photonics,,,,1238544000,2009-04-01,,我们从最新文献中选择 ,https://www.nature.com/articles/nphoton.2009.34,3
news & views,Heat-assisted magnetic recording,,,,"[{""address"": ""Department of Mechanical Engineering, Liang Pan and David B. Bogy are at the Computer Mechanics Laboratory, University of California, 5146 Etcheverry Hall, Berkeley, California 94720, USA. lpan@berkeley.edu; dbogy@cml.me.berkeley.edu"", ""authors"": [""Liang Pan"", ""\u00a0&\u00a0David B. Bogy""]}, {""address"": ""dbogy@cml.me.berkeley.edu"", ""authors"": [""Liang Pan"", ""\u00a0&\u00a0David B. Bogy""]}]",False,"[""Liang Pan"", ""David B. Bogy""]","Pan, L., Bogy, D. Heat-assisted magnetic recording. Nature Photon3, 189–190 (2009).",391,3,89,aplusplus,10.1038/nphoton.2009.40,https://doi.org/10.1038/nphoton.2009.40,,4,nphoton,nature photonics,unknown,"University of California-University of California, dbogy@cml.me.berkeley.edu-dbogy@cml.me.berkeley.edu","dbogy@cml.me.berkeley.edu, University of California",1238544000,2009-04-01,,热辅助磁记录 ,https://www.nature.com/articles/nphoton.2009.40,3
news & views,Silicon gets the green light,,,,"[{""address"": ""Toshihiko Baba is at the Department of Electrical and Computer Engineering, Yokohama National University, Yokohama 240-8501, Japan. baba@ynu.ac.jp"", ""authors"": [""Toshihiko Baba""]}]",False,"[""Toshihiko Baba""]","Baba, T. Silicon gets the green light. Nature Photon3, 190–192 (2009).",10,0,2,aplusplus,10.1038/nphoton.2009.39,https://doi.org/10.1038/nphoton.2009.39,,4,nphoton,nature photonics,unknown,Yokohama National University-Yokohama National University,Yokohama National University,1238544000,2009-04-01,,硅获得绿灯 ,https://www.nature.com/articles/nphoton.2009.39,3
news & views,Nanoscale colour detector,,,,[],True,"[""Rachel Won""]","Won, R. Nanoscale colour detector. Nature Photon3, 192 (2009).",9,0,1,aplusplus,10.1038/nphoton.2009.35,https://doi.org/10.1038/nphoton.2009.35,,4,nphoton,nature photonics,,,,1238544000,2009-04-01,,纳米级颜色检测器 ,https://www.nature.com/articles/nphoton.2009.35,3
news & views,Slot machine,,,,"[{""address"": ""Tom Baehr-Jones and Michael Hochberg are at the University of Washington, Seattle, Washington 98195 2500, USA. hochberg@washington.edu; baehrjt@washington.edu"", ""authors"": [""Tom Baehr-Jones"", ""\u00a0&\u00a0Michael Hochberg""]}, {""address"": ""baehrjt@washington.edu"", ""authors"": [""Tom Baehr-Jones"", ""\u00a0&\u00a0Michael Hochberg""]}]",False,"[""Tom Baehr-Jones"", ""Michael Hochberg""]","Baehr-Jones, T., Hochberg, M. Slot machine. Nature Photon3, 193–194 (2009).",28,3,9,aplusplus,10.1038/nphoton.2009.37,https://doi.org/10.1038/nphoton.2009.37,,4,nphoton,nature photonics,unknown,"Tom Baehr Jones and Michael Hochberg are at the University of Washington-Tom Baehr Jones and Michael Hochberg are at the University of Washington, baehrjt@washington.edu-baehrjt@washington.edu","Tom Baehr Jones and Michael Hochberg are at the University of Washington, baehrjt@washington.edu",1238544000,2009-04-01,,老虎机 ,https://www.nature.com/articles/nphoton.2009.37,3
news & views,Solar-assisted cars,,,,[],True,"[""David Pile""]","Pile, D. Solar-assisted cars. Nature Photon3, 195 (2009).",22,0,0,aplusplus,10.1038/nphoton.2009.36,https://doi.org/10.1038/nphoton.2009.36,,4,nphoton,nature photonics,,,,1238544000,2009-04-01,,太阳能辅助车 ,https://www.nature.com/articles/nphoton.2009.36,3
news & views,Looking into a self-distorting world,,,,"[{""address"": ""Mordechai Segev is at the Physics Department, Technion\u2014Israel Institute of Technology, Haifa 32000, Israel. msegev@tx.technion.ac.il"", ""authors"": [""Mordechai Segev""]}, {""address"": ""Demetrios N. Christodoulides is at the College of Optics and Photonics\u2014CREOL, University of Central Florida, Orlando, Florida 32816, USA."", ""authors"": [""Demetrios N. Christodoulides""]}]",False,"[""Mordechai Segev"", ""Demetrios N. Christodoulides""]","Segev, M., Christodoulides, D. Looking into a self-distorting world. Nature Photon3, 195–197 (2009).",8,0,2,aplusplus,10.1038/nphoton.2009.38,https://doi.org/10.1038/nphoton.2009.38,,4,nphoton,nature photonics,"United States of America, unknown","Israel. msegev@tx.technion.ac.il-Israel. msegev@tx.technion.ac.il, University of Central Florida-University of Central Florida","University of Central Florida, Israel. msegev@tx.technion.ac.il",1238544000,2009-04-01,,展望自我扭曲的世界 ,https://www.nature.com/articles/nphoton.2009.38,3
news & views,Hot atoms rotate light rapidly,,,,"[{""address"": ""Robert L\u00f6w and Tilman Pfau are at the 5. Physikalisches Institut, Universit\u00e4t Stuttgart, Pfaffenwaldring 57, 70569 Germany. t.pfau@physik.uni-stuttgart.de"", ""authors"": [""Robert L\u00f6w"", ""\u00a0&\u00a0Tilman Pfau""]}]",False,"[""Robert L\u00f6w"", ""Tilman Pfau""]","Löw, R., Pfau, T. Hot atoms rotate light rapidly. Nature Photon3, 197–199 (2009).",48,0,14,aplusplus,10.1038/nphoton.2009.41,https://doi.org/10.1038/nphoton.2009.41,,4,nphoton,nature photonics,unknown,University of Stuttgart-University of Stuttgart,University of Stuttgart,1238544000,2009-04-01,,热原子使光快速旋转 ,https://www.nature.com/articles/nphoton.2009.41,3
product focus,Ultrashort pulse characterization,,,,"[{""address"": ""Neil Savage is a freelance science and technology journalist based in, Lowell, Massachusetts, USA"", ""authors"": [""Neil Savage""]}]",False,"[""Neil Savage""]","Savage, N. Ultrashort pulse characterization. Nature Photon3, 230–232 (2009).",82,0,1,aplusplus,10.1038/nphoton.2009.43,https://doi.org/10.1038/nphoton.2009.43,,4,nphoton,nature photonics,United States of America,Neil Savage is a freelance science and technology journalist based in-Neil Savage is a freelance science and technology journalist based in,Neil Savage is a freelance science and technology journalist based in,1238544000,2009-04-01,,超短脉冲表征 ,https://www.nature.com/articles/nphoton.2009.43,3
research highlights,Our choice from the latest literature,,,,[],False,[],"Our choice from the latest literature. Nature Photon3, 242–243 (2009).",9,0,0,aplusplus,10.1038/nphoton.2009.50,https://doi.org/10.1038/nphoton.2009.50,Materials processing,5,nphoton,nature photonics,,,,1241136000,2009-05-01,,我们从最新文献中选择 ,https://www.nature.com/articles/nphoton.2009.50,3
news & views,Abundant positron production,,,,"[{""address"": ""Carsten M\u00fcller and Christoph H. Keitel are at the Max Planck Institute for Nuclear Physics, Saupfercheckweg 1, Heidelberg, 69117, Germany"", ""authors"": [""Carsten M\u00fcller"", ""\u00a0&\u00a0Christoph H. Keitel""]}]",False,"[""Carsten M\u00fcller"", ""Christoph H. Keitel""]","Müller, C., Keitel, C. Abundant positron production. Nature Photon3, 245–246 (2009).",46,0,13,aplusplus,10.1038/nphoton.2009.56,https://doi.org/10.1038/nphoton.2009.56,Materials processing,5,nphoton,nature photonics,Germany,Max Planck Society-Max Planck Society,Max Planck Society,1241136000,2009-05-01,,正电子产量高 ,https://www.nature.com/articles/nphoton.2009.56,3
news & views,Random lasers explained?,,,,"[{""address"": ""European Laboratory for Non-Linear Spectroscopy, University of Florence, and INFM-CNR, Via Nello Carrara 1, Sesto-Fiorentino (Florence), 50019, Italy"", ""authors"": [""Diederik S. Wiersma""]}]",False,"[""Diederik S. Wiersma""]","Wiersma, D. Random lasers explained?. Nature Photon3, 246–248 (2009).",104,0,32,aplusplus,10.1038/nphoton.2009.53,https://doi.org/10.1038/nphoton.2009.53,Materials processing,5,nphoton,nature photonics,Italy,University of Florence-University of Florence,University of Florence,1241136000,2009-05-01,,随机激光器解释了吗？ ,https://www.nature.com/articles/nphoton.2009.53,3
news & views,Microfluidic electronic paper,,,,"[{""address"": ""Paul Drzaic serves as a consultant to industries involved in electronic displays, materials science or nanotechnology, through Drzaic Consulting Services, 506 Calle Florencia, Morgan Hill, California 95037, USA. drzaic.consulting@gmail.com"", ""authors"": [""Paul Drzaic""]}]",False,"[""Paul Drzaic""]","Drzaic, P. Microfluidic electronic paper. Nature Photon3, 248–249 (2009).",33,3,9,aplusplus,10.1038/nphoton.2009.55,https://doi.org/10.1038/nphoton.2009.55,Materials processing,5,nphoton,nature photonics,unknown,materials science or nanotechnology-materials science or nanotechnology,materials science or nanotechnology,1241136000,2009-05-01,,微流电子纸 ,https://www.nature.com/articles/nphoton.2009.55,3
